[13:43:45 25/06/1995]	42700293.txt
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	101	143	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	101	143	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	101	143	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	101	143	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	100	143	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	100	143	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	101	143	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	102	144	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	102	144	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	102	145	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	103	147	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	92
RESP  [inactive, status = 21e0]
ABP   	103	146	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	92
RESP  [inactive, status = 21e0]
ABP   	103	146	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	103	146	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	103	146	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	104	147	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	103	147	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	94
RESP  [inactive, status = 21e0]
ABP   	104	148	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	105	148	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	104	148	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	105	149	86
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	105	149	86
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	104	148	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	103	148	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	103	148	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	103	147	85
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	92
RESP  [inactive, status = 21e0]
ABP   	102	146	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	92
RESP  [inactive, status = 21e0]
ABP   	102	146	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	92
RESP  [inactive, status = 21e0]
ABP   	102	145	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	102	145	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	102	145	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	102	145	84
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	101	144	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	101	144	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	101	143	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	100	143	83
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	100	142	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	99	141	82
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	99	140	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	99	140	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	99	140	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	98	139	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	98	138	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	98	138	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	98	138	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	98	138	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	98	138	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	138	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	99	139	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	99	139	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	138	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	138	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	139	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	138	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	138	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	139	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	139	81
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	137	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	96	136	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	96	136	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	96	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	88
RESP  [inactive, status = 21e0]
ABP   	96	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	136	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	136	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	136	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	136	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	91
RESP  [inactive, status = 21e0]
ABP   	97	135	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	92
RESP  [inactive, status = 21e0]
ABP   	96	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	92
RESP  [inactive, status = 21e0]
ABP   	96	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	97	135	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	97	136	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	97	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	97	135	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	96	135	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	95	134	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	96	134	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	95	133	78
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
HR    	93
RESP  [inactive, status = 21e0]
ABP   	95	133	78
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	92
RESP  [inactive, status = 21e0]
ABP   	95	134	78
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	92
RESP  [inactive, status = 21e0]
ABP   	95	134	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	95	133	78
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	96	134	78
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	96	135	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	96	134	78
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	96	134	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	96	134	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	97	135	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	98	136	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	98	137	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
